@relation risk-train.arff-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R2

@attribute ORDER_ID numeric
@attribute B_EMAIL {yes,no}
@attribute B_TELEFON {no,yes}
@attribute FLAG_LRIDENTISCH {no,yes}
@attribute FLAG_NEWSLETTER {no,yes}
@attribute Z_METHODE {credit_card,check,debit_note,debit_card}
@attribute Z_CARD_ART {Visa,Eurocard,debit_card,Amex}
@attribute Z_CARD_VALID numeric
@attribute Z_LAST_NAME {yes,no}
@attribute VALUE_ORDER numeric
@attribute WEEKDAY_ORDER {Saturday,Monday,Tuesday,Thursday,Wednesday,Friday,Sunday}
@attribute AMOUNT_ORDER numeric
@attribute ANUMMER_01 numeric
@attribute ANUMMER_02 numeric
@attribute ANUMMER_03 numeric
@attribute ANUMMER_04 numeric
@attribute ANUMMER_05 numeric
@attribute ANUMMER_06 numeric
@attribute ANUMMER_07 numeric
@attribute ANUMMER_08 numeric
@attribute ANUMMER_09 numeric
@attribute ANUMMER_10 numeric
@attribute CHK_LADR {no,yes}
@attribute CHK_RADR {no,yes}
@attribute CHK_KTO {no,yes}
@attribute CHK_CARD {no,yes}
@attribute CHK_COOKIE {no,yes}
@attribute CHK_IP {no,yes}
@attribute FAIL_LPLZ {no,yes}
@attribute FAIL_LORT {no,yes}
@attribute FAIL_LPLZORTMATCH {no,yes}
@attribute FAIL_RPLZ {no,yes}
@attribute FAIL_RORT {no,yes}
@attribute FAIL_RPLZORTMATCH {no,yes}
@attribute SESSION_TIME numeric
@attribute NEUKUNDE {yes,no}
@attribute AMOUNT_ORDER_PRE numeric
@attribute VALUE_ORDER_PRE numeric
@attribute MAHN_AKT numeric
@attribute MAHN_HOECHST numeric

@data
22864,yes,no,yes,no,credit_card,Amex,2.2006,yes,54.5,Sunday,1,201371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
22865,yes,no,yes,no,check,?,11.2007,?,62.78,Friday,3,402993,200450,206858,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,181.46,0,0
22866,yes,no,yes,no,check,?,2.2007,?,32.8,Friday,1,402116,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,9,no,2,82.68,0,0
22868,no,no,no,no,credit_card,Eurocard,11.2005,yes,18,Friday,1,202243,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,59.02,1,1
22869,yes,no,no,no,credit_card,Visa,8.2005,yes,12.8,Saturday,1,402399,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22872,yes,no,no,no,debit_card,debit_card,12.2006,yes,12.6,Friday,1,509500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,0,0,?,?
22874,yes,no,yes,no,check,?,8.2006,?,37.99,Monday,2,302677,403776,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,22,no,1,8.59,0,0
22876,yes,no,yes,no,check,?,3.2007,?,68.4,Saturday,1,401285,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,103.44,0,0
22878,yes,no,yes,no,check,?,7.2006,?,52,Sunday,1,605580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22880,yes,yes,no,no,credit_card,Visa,9.2005,yes,69.8,Saturday,3,509500,404921,400172,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22881,yes,no,no,no,debit_card,debit_card,6.2006,yes,9.99,Saturday,1,101371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,0,0,?,?
22882,yes,no,yes,no,check,?,5.2006,?,12.8,Sunday,1,608889,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,2,10.44,0,0
22883,yes,no,yes,no,check,?,11.2006,?,41,Sunday,1,309500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
22885,yes,no,yes,no,debit_note,?,10.2005,yes,64.5,Sunday,1,403546,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22887,yes,no,no,no,credit_card,Amex,1.2007,yes,78.55,Monday,3,406507,404269,405555,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
22888,yes,no,no,no,credit_card,Eurocard,3.2007,yes,9.8,Monday,1,502496,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
22889,yes,no,yes,yes,debit_note,?,9.2005,yes,16,Sunday,1,302845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,no,1,32.71,0,0
22890,yes,no,yes,no,check,?,3.2006,?,42.8,Friday,1,608997,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22891,yes,yes,yes,no,check,?,8.2006,?,18,Wednesday,1,104921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,124.61,0,0
22892,no,no,yes,no,check,?,1.2007,?,37,Saturday,1,405485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22893,yes,no,yes,no,check,?,7.2007,?,68.4,Tuesday,1,408679,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22894,yes,yes,no,no,debit_card,debit_card,2.2006,yes,52.6,Friday,2,405378,404269,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,0,0,?,?
22895,yes,no,yes,no,check,?,3.2006,?,17.5,Monday,1,602133,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22896,no,no,yes,no,check,?,2.2007,?,14.5,Tuesday,1,402469,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
22897,no,no,yes,no,credit_card,Eurocard,5.2007,yes,8.5,Monday,1,503639,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
22898,yes,yes,yes,no,debit_note,?,4.2006,yes,22.95,Saturday,1,405897,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,no,2,115.9,0,0
22903,yes,no,yes,no,credit_card,Visa,8.2005,yes,42.59,Friday,2,402641,505580,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
22907,yes,no,yes,no,check,?,6.2007,?,78,Monday,2,205378,405874,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,1,11,0,0
22909,yes,no,no,no,credit_card,Eurocard,3.2007,yes,12.6,Thursday,1,205874,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,2,21.56,0,1
22910,yes,no,yes,no,check,?,10.2007,?,18.2,Thursday,1,501893,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,4,no,1,41.51,0,0
22911,no,yes,yes,no,check,?,10.2005,?,31.9,Saturday,1,105580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,48.17,0,1
22912,yes,no,no,no,debit_note,?,7.2005,yes,32.8,Friday,1,105685,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22916,yes,no,yes,no,check,?,3.2007,?,42.79,Thursday,2,202454,405284,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
22917,yes,no,yes,yes,debit_card,debit_card,3.2007,yes,12.6,Saturday,1,603367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,87.07,0,0
22919,yes,no,no,no,debit_card,debit_card,2.2006,yes,39.5,Saturday,1,300578,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,no,0,0,?,?
22921,yes,no,no,no,debit_note,?,9.2007,yes,12.6,Wednesday,1,402845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
22922,yes,yes,no,no,credit_card,Eurocard,8.2005,yes,52,Saturday,1,506821,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,2,145.36,0,0
22924,yes,yes,yes,no,debit_card,debit_card,4.2007,yes,116.4,Wednesday,3,401285,400450,406160,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,378.7,1,1
22925,yes,no,no,no,debit_note,?,11.2007,yes,23,Monday,2,406504,403950,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22926,yes,no,yes,no,credit_card,Visa,2.2007,yes,74.49,Tuesday,2,200576,207255,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,30.54,0,3
22927,yes,yes,no,no,credit_card,Eurocard,3.2007,yes,12.6,Wednesday,1,404935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,3,44.01,0,0
22928,yes,no,yes,no,check,?,6.2005,?,31.9,Saturday,1,402090,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22930,yes,no,no,no,credit_card,Visa,7.2006,yes,37,Sunday,1,600925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22931,yes,no,yes,no,check,?,6.2006,?,8.5,Friday,1,500959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22932,yes,no,no,no,credit_card,Visa,3.2007,yes,34.5,Friday,1,207703,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22934,yes,yes,yes,no,check,?,11.2006,?,64.5,Sunday,1,107317,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22935,yes,no,no,no,credit_card,Visa,4.2006,yes,99.5,Wednesday,3,405540,603397,205284,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,91.2,0,0
22937,yes,no,yes,no,credit_card,Eurocard,5.2007,yes,154.3,Thursday,3,506398,301893,207344,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,7,no,1,23.39,0,2
22939,yes,no,no,no,debit_note,?,3.2007,yes,17.99,Tuesday,1,204645,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,14.64,0,0
22940,yes,no,yes,no,credit_card,Eurocard,3.2006,yes,12.8,Friday,1,508777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
22944,no,no,yes,no,check,?,3.2006,?,64.5,Tuesday,1,303136,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,120.9,0,3
22947,yes,yes,yes,no,check,?,1.2006,?,74.5,Saturday,2,102681,107699,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,65.48,1,1
22948,yes,yes,no,no,credit_card,Eurocard,1.2007,yes,28.6,Wednesday,2,405540,400214,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22953,yes,no,no,no,debit_note,?,7.2006,yes,151.3,Wednesday,3,408679,308777,105580,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,31.55,0,0
22955,yes,no,no,no,credit_card,Eurocard,8.2006,yes,94.5,Friday,3,206310,506310,402089,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22956,yes,yes,yes,no,credit_card,Eurocard,7.2006,yes,22.4,Thursday,2,504159,500147,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,37.06,0,0
22960,no,no,yes,no,credit_card,Visa,10.2007,yes,14.5,Sunday,1,602845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,33.09,0,2
22961,yes,no,yes,no,check,?,4.2007,?,9.8,Saturday,1,600578,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,3,222.9,0,0
22963,yes,no,yes,no,check,?,10.2005,?,34.5,Friday,1,105431,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,18,no,1,9.22,0,0
22966,yes,no,yes,no,check,?,8.2007,?,52,Wednesday,1,407610,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22967,yes,no,yes,no,check,?,3.2005,?,52,Monday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,18.35,0,0
22968,yes,yes,no,no,credit_card,Amex,3.2007,yes,9.99,Friday,1,202993,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,34.22,1,1
22969,yes,yes,no,no,credit_card,Amex,11.2006,yes,31.9,Sunday,1,409015,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22972,no,no,no,no,debit_card,debit_card,7.2005,yes,9.8,Saturday,1,502496,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,0,0,?,?
22974,yes,no,yes,no,credit_card,Eurocard,7.2007,yes,224.19,Saturday,7,509725,406504,200061,400035,202399,400822,200959,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,0,?,?
22976,yes,no,no,no,credit_card,Visa,4.2005,yes,14.5,Thursday,1,609670,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,45.35,0,0
22978,yes,yes,yes,no,credit_card,Eurocard,11.2006,no,97.9,Thursday,2,404553,408777,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22979,yes,no,yes,no,check,?,4.2007,?,95.78,Thursday,3,409500,402246,408397,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22983,yes,no,no,no,debit_note,?,8.2005,yes,16,Wednesday,1,607699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22984,no,yes,yes,no,check,?,5.2007,?,79.39,Monday,3,100476,407741,409015,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
22985,yes,no,yes,no,check,?,2.2006,?,43.5,Wednesday,1,405643,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22988,no,yes,yes,no,debit_note,?,7.2006,no,31.9,Tuesday,1,200925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22989,yes,no,no,no,credit_card,Eurocard,8.2007,yes,26,Saturday,1,604258,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,14.98,0,0
22991,no,no,yes,no,check,?,11.2005,?,37,Thursday,1,207300,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,291.43,0,0
22992,yes,no,no,no,credit_card,Eurocard,11.2006,yes,28.6,Wednesday,2,201619,401223,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
22993,no,no,no,no,credit_card,Eurocard,3.2005,yes,18.2,Saturday,1,407669,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22994,yes,no,no,no,debit_note,?,12.2007,yes,12.6,Thursday,1,402845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,67.67,0,0
22995,yes,no,yes,no,check,?,10.2005,?,44,Sunday,1,209736,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,yes,no,7,no,1,98.8,0,2
22996,yes,yes,no,no,debit_card,debit_card,6.2007,yes,23.5,Sunday,1,204765,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,0,0,?,?
22478,yes,no,no,no,credit_card,Eurocard,5.2005,no,17.5,Saturday,1,607046,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,129.45,0,0
22482,yes,no,yes,no,check,?,6.2005,?,73.4,Friday,3,305580,204723,207317,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,34.3,0,2
22483,yes,yes,yes,no,check,?,9.2006,?,18.5,Monday,1,406897,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22484,no,no,yes,no,debit_note,?,11.2005,yes,154,Sunday,3,307317,401796,404269,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
22485,yes,no,yes,no,check,?,8.2005,?,23.5,Wednesday,1,202246,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22486,yes,no,no,no,credit_card,Eurocard,12.2005,yes,6.5,Friday,1,209725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
22487,yes,no,yes,no,credit_card,Amex,12.2007,yes,16,Thursday,1,404159,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,42.56,0,0
22488,yes,yes,yes,no,check,?,11.2006,?,19.99,Sunday,1,107255,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
22489,yes,no,yes,no,check,?,2.2005,?,44.8,Thursday,3,405555,403950,302496,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,52.53,0,1
22490,no,no,yes,no,check,?,6.2007,?,56,Sunday,1,506520,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,66.02,0,0
22491,no,no,yes,no,check,?,7.2005,?,50.4,Tuesday,2,404549,108777,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
22494,yes,no,yes,no,credit_card,Eurocard,5.2005,yes,68.4,Wednesday,1,606284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,11.9,0,0
22495,yes,yes,yes,no,credit_card,Eurocard,10.2007,yes,54.5,Wednesday,1,609121,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,11.03,0,0
22497,yes,no,no,no,credit_card,Eurocard,5.2006,yes,51.49,Thursday,3,208605,401856,407255,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,20,yes,0,0,?,?
22499,yes,no,yes,no,credit_card,Amex,6.2007,no,88.39,Sunday,3,401241,201796,106821,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,3,117.12,0,0
22503,yes,no,yes,no,check,?,9.2007,?,6.5,Saturday,1,402089,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,228.3,0,0
22504,yes,yes,yes,no,check,?,4.2005,?,12.8,Wednesday,1,508777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
22505,yes,no,no,no,debit_note,?,12.2007,yes,52,Friday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
22506,no,no,yes,no,debit_card,debit_card,7.2007,no,19.99,Sunday,1,204341,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,0,0,?,?
22507,yes,no,yes,yes,check,?,11.2007,?,5.2,Thursday,1,406160,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
22508,yes,no,no,no,credit_card,Eurocard,6.2007,yes,103.3,Tuesday,3,109006,107699,407364,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22509,yes,no,yes,no,credit_card,Visa,10.2005,yes,104.59,Tuesday,3,100124,103776,207046,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,101.43,0,0
22511,no,no,yes,no,check,?,4.2005,?,17.8,Saturday,1,103367,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,6,no,1,64.41,0,0
22513,yes,no,no,no,credit_card,Eurocard,5.2005,yes,194,Wednesday,4,506821,106284,108889,207156,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22514,yes,no,yes,no,check,?,7.2006,?,64.5,Saturday,1,303136,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,26.89,0,0
22517,yes,no,yes,no,check,?,4.2006,?,22.95,Wednesday,1,201511,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,25.85,0,0
22518,yes,yes,yes,no,check,?,3.2006,?,5.2,Friday,1,604485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,58.12,0,1
22520,yes,yes,no,no,credit_card,Visa,7.2007,yes,43.5,Tuesday,1,400476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
22523,yes,no,yes,no,credit_card,Eurocard,10.2005,yes,68.4,Sunday,1,107344,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22524,yes,no,yes,no,check,?,12.2006,?,18,Monday,1,107570,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,2,92.76,0,0
22526,yes,yes,no,yes,credit_card,Eurocard,7.2007,yes,22.95,Wednesday,1,405897,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22529,yes,no,yes,no,check,?,9.2006,?,29.5,Thursday,1,104792,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22532,yes,no,no,no,credit_card,Eurocard,4.2005,yes,52,Saturday,1,404921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
22533,no,no,yes,no,check,?,12.2006,?,57.29,Saturday,3,407193,603639,502496,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,30.64,0,0
22535,yes,no,yes,no,check,?,1.2007,?,12.8,Sunday,1,202845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,18.49,0,2
22536,yes,no,yes,no,credit_card,Visa,1.2007,yes,42.8,Thursday,1,406284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,2,183.72,0,0
22537,yes,no,no,no,debit_card,debit_card,6.2006,yes,18.2,Wednesday,1,406859,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,0,0,?,?
22540,yes,no,yes,no,credit_card,Visa,4.2006,yes,29.99,Sunday,1,404341,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,106.33,0,0
22541,yes,no,yes,no,credit_card,Eurocard,8.2006,yes,43.5,Sunday,1,406774,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,27.84,0,0
22542,no,no,yes,no,check,?,7.2006,?,9.99,Friday,1,405580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
22543,yes,yes,yes,no,check,?,11.2007,?,80.5,Saturday,2,209102,506310,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,3,81.84,0,0
22544,yes,yes,yes,yes,check,?,5.2007,?,68.4,Saturday,1,407699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
22545,no,yes,yes,no,check,?,1.2006,?,47.49,Wednesday,2,206255,400124,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,11,no,1,130.79,0,0
22546,yes,no,yes,no,check,?,8.2005,?,67,Friday,2,208997,405431,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
22547,yes,no,no,no,credit_card,Eurocard,11.2006,yes,12.8,Tuesday,1,103950,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,68.45,0,1
22548,yes,no,yes,no,check,?,3.2007,?,29.5,Monday,1,502090,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
22549,no,no,yes,no,check,?,3.2006,?,55.4,Wednesday,2,202611,206954,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22550,yes,no,yes,no,check,?,5.2005,?,12.6,Monday,1,208499,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
22551,yes,no,yes,no,check,?,2.2005,?,42.2,Tuesday,2,408605,109102,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,3,72.63,0,0
22552,yes,no,yes,no,debit_note,?,6.2007,yes,23.5,Sunday,1,204242,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,18.03,0,2
22553,no,no,no,no,debit_note,?,4.2006,yes,54.5,Wednesday,1,208777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,55.11,0,0
22554,yes,no,no,no,credit_card,Visa,8.2006,yes,46.5,Sunday,1,403639,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,19.62,0,0
22555,no,no,yes,no,check,?,3.2005,?,51,Wednesday,1,103397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
22556,no,no,yes,no,check,?,4.2007,?,18.2,Sunday,1,400035,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,3,75.78,0,2
22557,yes,yes,yes,no,check,?,6.2006,?,46.5,Friday,1,404944,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,37.73,0,0
22559,yes,no,no,no,credit_card,Visa,6.2006,yes,51,Wednesday,1,202399,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
