@relation risk-train.arff-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1

@attribute CLASS {no,yes}
@attribute B_EMAIL {yes,no}
@attribute B_TELEFON {no,yes}
@attribute FLAG_LRIDENTISCH {no,yes}
@attribute FLAG_NEWSLETTER {no,yes}
@attribute Z_METHODE {credit_card,check,debit_note,debit_card}
@attribute Z_CARD_ART {Visa,Eurocard,debit_card,Amex}
@attribute Z_CARD_VALID numeric
@attribute Z_LAST_NAME {yes,no}
@attribute VALUE_ORDER numeric
@attribute WEEKDAY_ORDER {Saturday,Monday,Tuesday,Thursday,Wednesday,Friday,Sunday}
@attribute AMOUNT_ORDER numeric
@attribute ANUMMER_01 numeric
@attribute ANUMMER_02 numeric
@attribute ANUMMER_03 numeric
@attribute ANUMMER_04 numeric
@attribute ANUMMER_05 numeric
@attribute ANUMMER_06 numeric
@attribute ANUMMER_07 numeric
@attribute ANUMMER_08 numeric
@attribute ANUMMER_09 numeric
@attribute ANUMMER_10 numeric
@attribute CHK_LADR {no,yes}
@attribute CHK_RADR {no,yes}
@attribute CHK_KTO {no,yes}
@attribute CHK_CARD {no,yes}
@attribute CHK_COOKIE {no,yes}
@attribute CHK_IP {no,yes}
@attribute FAIL_LPLZ {no,yes}
@attribute FAIL_LORT {no,yes}
@attribute FAIL_LPLZORTMATCH {no,yes}
@attribute FAIL_RPLZ {no,yes}
@attribute FAIL_RORT {no,yes}
@attribute FAIL_RPLZORTMATCH {no,yes}
@attribute SESSION_TIME numeric
@attribute NEUKUNDE {yes,no}
@attribute AMOUNT_ORDER_PRE numeric
@attribute VALUE_ORDER_PRE numeric
@attribute MAHN_AKT numeric
@attribute MAHN_HOECHST numeric

@data
no,yes,no,yes,no,check,?,5.2006,?,30.4,Wednesday,2,504921,205874,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,75.2,0,0
no,no,no,yes,no,check,?,3.2006,?,94.49,Sunday,2,500953,401648,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,37.69,0,0
no,yes,no,yes,no,check,?,3.2006,?,27.79,Monday,2,102090,101796,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,47.38,0,0
no,yes,no,no,no,credit_card,Visa,12.2006,yes,32.8,Sunday,1,406282,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2005,?,51,Monday,1,503950,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,117.55,0,0
no,yes,no,no,no,credit_card,Visa,11.2006,yes,19.99,Thursday,1,402246,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,yes,no,8,yes,0,0,?,?
no,no,no,yes,no,check,?,12.2006,?,17.8,Friday,1,104341,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,11.2006,?,34.49,Saturday,2,408097,403397,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,yes,no,yes,no,check,?,5.2006,?,37,Sunday,1,409013,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
yes,no,no,no,no,credit_card,Amex,2.2007,yes,51,Sunday,1,407300,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,check,?,2.2007,?,17.99,Sunday,1,201796,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,80.62,0,0
no,no,yes,yes,no,debit_note,?,12.2006,yes,43.5,Monday,1,403203,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,yes,6,no,1,56.84,0,0
no,yes,no,no,no,credit_card,Visa,8.2006,yes,23.5,Friday,1,101619,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,8.01,0,1
no,no,no,yes,no,check,?,1.2007,?,29.5,Tuesday,1,407364,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,14.74,0,2
no,no,no,no,no,credit_card,Visa,3.2007,yes,37,Tuesday,1,408605,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,6.2006,yes,26,Saturday,1,200124,?,?,?,?,?,?,?,?,?,yes,no,no,yes,no,no,no,no,no,no,no,no,17,no,1,59.99,0,0
no,no,no,yes,no,check,?,4.2007,?,57.8,Saturday,1,402123,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,112.12,0,0
no,no,no,yes,no,check,?,1.2005,?,8.5,Thursday,1,108997,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,42.21,0,0
no,yes,no,no,no,debit_note,?,8.2006,yes,51,Wednesday,1,405431,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,2.2007,yes,55.4,Wednesday,2,504159,405213,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,99.35,0,0
no,no,no,no,no,debit_note,?,10.2007,yes,32.8,Thursday,1,105685,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,no,no,credit_card,Amex,2.2007,yes,17.8,Friday,1,401511,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,29.86,0,0
no,yes,no,no,no,debit_card,debit_card,9.2007,no,46.5,Wednesday,1,601371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,0,0,?,?
no,yes,no,yes,no,check,?,9.2005,?,9.99,Thursday,1,300214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,yes,yes,no,check,?,11.2005,?,42,Saturday,2,604258,607699,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,8,no,1,18.28,0,0
no,yes,yes,yes,no,check,?,5.2007,?,32.8,Thursday,1,307046,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,22.09,0,0
no,yes,no,yes,no,check,?,2.2006,?,54.5,Friday,1,502454,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,no,3,122.43,0,0
no,yes,no,yes,no,debit_note,?,3.2006,yes,125.8,Monday,4,104077,309102,500959,404159,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,no,no,yes,no,credit_card,Eurocard,3.2006,yes,56,Friday,1,408096,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Visa,9.2006,yes,103.49,Sunday,4,504485,208609,409500,301371,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,4,31.32,1,1
no,yes,no,yes,no,debit_note,?,4.2006,yes,12.6,Saturday,1,101967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,yes,no,11,no,3,132.45,0,0
no,yes,yes,yes,no,check,?,8.2007,?,18,Wednesday,1,202243,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,2.2006,?,23.5,Saturday,1,207162,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,18,no,1,91.41,0,1
no,yes,no,no,no,credit_card,Visa,10.2007,yes,8.5,Thursday,1,205431,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,7.2007,yes,17.8,Thursday,1,504921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,10.2007,yes,22.95,Sunday,1,200214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2007,?,69,Friday,2,107610,404645,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,no,no,no,no,credit_card,Eurocard,4.2007,yes,19.99,Wednesday,1,500214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,yes,no,no,credit_card,Visa,11.2006,yes,64.5,Sunday,1,403546,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,8.2006,yes,30.1,Monday,2,407934,506858,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2007,?,42.8,Friday,1,405213,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,10.2005,yes,19.99,Saturday,1,207255,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,debit_card,debit_card,2.2005,yes,9.99,Wednesday,1,202993,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,0,0,?,?
no,yes,no,yes,no,check,?,4.2005,?,44,Sunday,1,404242,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,no,no,no,no,credit_card,Visa,6.2007,yes,129.8,Sunday,3,508889,200061,303136,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,34.93,0,0
no,no,no,no,no,credit_card,Eurocard,3.2006,yes,52,Wednesday,1,507699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,44.26,1,1
no,no,no,yes,no,check,?,7.2005,?,68.4,Sunday,1,408679,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
no,yes,no,yes,no,debit_note,?,4.2006,yes,18.2,Sunday,1,406859,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,5.2007,yes,31.9,Saturday,1,100953,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,yes,no,18,no,1,34.05,0,0
no,yes,no,no,no,debit_card,debit_card,8.2005,yes,18.2,Friday,1,106590,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,54.46,0,0
no,yes,yes,yes,no,debit_card,debit_card,2.2006,yes,41.7,Saturday,2,406520,302496,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,0,0,?,?
no,yes,no,yes,no,check,?,7.2006,?,9.99,Sunday,1,405580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,44.71,0,0
no,yes,no,yes,no,debit_note,?,1.2005,yes,29.99,Tuesday,1,606858,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,yes,no,no,9,no,1,37.51,1,1
no,no,no,yes,no,check,?,3.2006,?,68.4,Friday,1,408289,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,yes,no,yes,no,check,?,8.2006,?,34.5,Sunday,1,207703,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
no,yes,no,yes,no,check,?,6.2006,?,25.99,Monday,2,306821,606310,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,2.2007,yes,52,Friday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,2.2007,?,52,Tuesday,1,506821,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,8.2007,?,23.5,Monday,1,207162,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,9.56,0,0
no,yes,no,yes,no,check,?,8.2005,?,19.99,Sunday,1,500214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,18.97,0,1
no,no,no,yes,no,check,?,4.2007,?,16,Friday,1,408126,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Visa,4.2005,yes,9.99,Friday,1,405580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,no,3,34.74,0,1
no,no,no,no,no,credit_card,Amex,11.2006,yes,20.79,Wednesday,2,101371,508889,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,yes,no,check,?,11.2005,?,29.99,Monday,1,504765,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,yes,no,check,?,8.2005,?,68.4,Friday,1,406590,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,16.93,0,3
yes,no,no,yes,no,check,?,10.2007,?,16,Wednesday,1,202089,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,8.49,0,0
no,yes,no,no,no,debit_card,debit_card,5.2006,yes,104.19,Monday,3,106590,107699,402133,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,45.52,1,1
no,yes,no,yes,no,check,?,3.2005,?,23.5,Friday,1,204242,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,no,no,yes,no,check,?,3.2006,?,54.5,Sunday,1,401893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,12.92,0,0
no,yes,yes,yes,no,check,?,4.2005,?,46.5,Tuesday,1,404944,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,56.79,1,1
no,yes,no,yes,no,check,?,6.2005,?,31.9,Thursday,1,206954,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,yes,12,no,1,57.97,0,0
no,yes,no,yes,no,debit_note,?,6.2007,yes,145.48,Saturday,4,308777,100959,606858,204645,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,9.2007,?,23.5,Sunday,1,202611,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,13.9,0,0
no,yes,no,yes,no,credit_card,Visa,1.2007,no,37,Monday,1,105555,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,9.99,Wednesday,1,300214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,78.09,0,0
no,yes,no,yes,no,check,?,8.2006,?,6.5,Friday,1,202410,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2007,?,71.8,Friday,3,209121,402062,602845,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2006,?,29.5,Sunday,1,200959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,17.04,0,2
no,yes,no,no,no,debit_note,?,1.2007,yes,29.5,Thursday,1,603639,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,93.47,0,0
no,yes,yes,yes,no,debit_note,?,6.2006,yes,117.4,Monday,3,106858,200925,407255,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,3.2005,yes,18,Friday,1,200035,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,22.01,0,0
no,yes,no,no,no,credit_card,Eurocard,11.2006,yes,56.49,Wednesday,2,400822,101371,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,15.94,0,0
no,yes,no,yes,no,check,?,4.2006,?,40.79,Friday,2,503397,500953,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,yes,no,no,2,yes,0,0,?,?
no,yes,yes,no,no,credit_card,Eurocard,5.2007,yes,72.7,Wednesday,2,600953,104258,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,no,no,no,no,credit_card,Eurocard,9.2005,yes,66.4,Saturday,2,300925,206954,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,11.27,0,0
no,yes,yes,no,no,credit_card,Eurocard,6.2005,yes,113,Monday,3,607046,404921,600124,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,36.32,0,0
yes,no,no,yes,no,check,?,1.2007,?,9.99,Wednesday,1,202993,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2005,?,5.2,Friday,1,102496,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2006,?,54.5,Sunday,1,507344,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,81.82,0,2
no,no,no,no,no,debit_card,debit_card,5.2007,yes,37,Monday,1,600925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,10.77,0,0
no,yes,no,no,no,credit_card,Visa,12.2007,yes,19.99,Wednesday,1,207255,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,9.2006,yes,29.99,Saturday,1,402641,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2005,?,68.4,Sunday,1,404553,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,100.28,0,0
no,yes,no,yes,no,debit_note,?,6.2005,yes,42.7,Friday,3,207317,103136,408609,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,2,188.72,0,3
no,yes,no,no,no,credit_card,Eurocard,9.2005,yes,10.8,Saturday,1,200476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Visa,2.2005,yes,64.5,Monday,1,107317,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,no,no,debit_card,debit_card,10.2007,yes,42.8,Sunday,1,403772,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,0,0,?,?
no,no,no,yes,no,check,?,4.2005,?,8.5,Saturday,1,503639,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,19.78,0,0
no,yes,no,yes,no,check,?,6.2006,?,9.8,Monday,1,202634,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
no,no,no,no,no,credit_card,Visa,6.2006,yes,37,Wednesday,1,207300,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,no,yes,credit_card,Eurocard,11.2005,yes,14.5,Wednesday,1,602845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
yes,yes,no,yes,no,check,?,2.2007,?,37,Thursday,1,501796,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,3,32.79,0,1
yes,no,no,no,no,credit_card,Amex,5.2006,yes,9.8,Tuesday,1,405378,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,6,yes,0,0,?,?
yes,no,yes,no,no,debit_note,?,7.2007,yes,38.4,Saturday,2,406255,202410,?,?,?,?,?,?,?,?,no,no,no,no,yes,no,no,no,no,no,no,no,8,no,1,14.13,0,2
no,yes,yes,yes,no,check,?,11.2007,?,23.5,Thursday,1,603950,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,4,no,1,124.12,0,0
no,yes,no,yes,yes,check,?,1.2007,?,9.99,Saturday,1,506284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,3,145.56,0,0
no,no,no,no,no,credit_card,Visa,4.2005,yes,6.5,Saturday,1,204485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,4.2007,yes,34.5,Saturday,1,401216,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,1,33.29,0,2
no,yes,no,yes,no,check,?,8.2005,?,37,Tuesday,1,207300,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,14.41,0,0
no,no,no,yes,no,check,?,10.2006,?,12.6,Saturday,1,101967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,25.93,0,2
no,yes,no,yes,no,credit_card,Eurocard,6.2007,yes,17.5,Wednesday,1,408499,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,2,26.38,0,0
no,yes,no,no,no,debit_card,debit_card,10.2007,yes,17.8,Sunday,1,307699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,0,0,?,?
no,yes,no,yes,no,check,?,3.2006,?,41,Sunday,1,309500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,30.26,0,3
no,yes,no,yes,no,check,?,7.2006,?,58.39,Sunday,3,203772,407046,108500,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,32.17,0,1
no,yes,no,yes,no,credit_card,Eurocard,3.2006,yes,41,Thursday,1,208801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,17.62,0,0
yes,yes,no,yes,no,check,?,3.2006,?,67.9,Monday,3,402090,102681,607046,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,6.2006,yes,37,Sunday,1,408605,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,11,no,2,10.58,0,0
no,yes,yes,yes,no,credit_card,Eurocard,3.2006,yes,22.95,Sunday,1,406507,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,36.57,0,0
no,no,no,yes,no,check,?,1.2005,?,16,Sunday,1,407156,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,41.54,0,0
no,yes,no,yes,no,check,?,2.2005,?,26,Saturday,1,607317,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,no,no,no,no,debit_note,?,5.2007,yes,49.98,Friday,2,407741,302677,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
yes,yes,no,no,no,credit_card,Visa,3.2007,yes,9.99,Saturday,1,508801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
yes,no,no,yes,no,check,?,12.2006,?,34.5,Saturday,1,300925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,9.71,0,0
no,yes,no,no,no,credit_card,Eurocard,7.2006,yes,24.3,Monday,2,203397,208397,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,150.39,1,1
no,yes,no,yes,no,check,?,1.2005,?,9.8,Saturday,1,202634,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
no,yes,yes,no,no,credit_card,Eurocard,11.2006,yes,17.5,Tuesday,1,100476,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,yes,no,no,no,no,no,11,no,1,26.79,0,1
no,yes,no,yes,no,debit_note,?,5.2006,yes,68.4,Saturday,1,503136,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,yes,no,no,debit_note,?,6.2005,yes,57.8,Wednesday,1,108801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,1,97.91,0,0
yes,no,no,yes,no,check,?,2.2006,?,74.5,Sunday,2,402224,507610,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,7.2007,no,50.1,Monday,2,406859,402090,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,34.96,0,0
no,no,no,yes,no,check,?,4.2006,?,9.8,Wednesday,1,201373,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,40.12,1,1
no,yes,no,yes,no,check,?,12.2005,?,42.8,Wednesday,1,504485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,9.2007,yes,9.99,Saturday,1,503367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2005,?,18.2,Monday,1,409386,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,28.16,0,0
no,no,no,yes,no,check,?,5.2006,?,31.9,Wednesday,1,100953,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,2,194.16,0,0
no,no,no,yes,no,check,?,6.2006,?,52,Tuesday,1,409725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
yes,no,no,yes,no,check,?,3.2006,?,14.5,Friday,1,306398,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
